chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
100,100,90105,0,0,-7,7,0,3,2.5,1.5,2,Ryan,2.5,75,False,,2019-11-29T10:30:15.625182Z,68,90105.jpg,2.6,Fraser,2.6,False,,a,3,91,73,148749,342,1129227,190,0.4,10.7,Fraser,2061,1,5,4,34,0,0,0,2,0,0,2,305,355.6,627.1,440.0,141.9
0,0,111317,0,0,-3,3,0,3,0.0,0.0,0,David,0.0,76,False,Ankle injury - Expected back 04 Apr,2019-07-31T21:00:14.727782Z,62,111317.jpg,0.0,Brooks,0.1,False,,i,3,91,0,835,2,18820,1,0.0,0.0,Brooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,56872,0,0,-1,1,0,3,1.2,0.2,2,Junior,1.2,77,False,,2020-01-12T20:00:12.983134Z,59,56872.jpg,1.3,Stanislas,0.0,False,,a,3,91,8,1060,18,1118,10,0.2,1.4,Stanislas,221,0,0,0,7,0,0,0,0,0,0,0,31,25.4,37.4,52.0,11.5
100,100,103912,0,0,-4,4,0,3,0.0,-1.0,0,Jordon,0.0,78,False,,2020-01-21T01:00:16.756052Z,46,103912.jpg,1.0,Ibe,0.1,False,,a,3,91,2,7276,14,23680,20,0.0,0.4,Ibe,48,0,0,0,1,0,0,0,0,0,0,0,10,6.8,5.4,0.0,1.2
100,75,155408,0,0,0,0,0,3,1.0,0.0,2,Lewis,1.0,79,False,,2020-02-29T17:30:25.441741Z,50,155408.jpg,1.6,Cook,0.0,False,,a,3,91,32,6241,25,5484,15,0.2,6.4,Lewis Cook,1000,0,1,2,19,0,0,0,3,0,0,0,147,151.4,124.6,44.0,31.9
100,100,15237,0,0,-3,3,0,3,0.8,-0.2,0,Andrew,0.8,80,False,,2019-12-20T11:00:16.393267Z,47,15237.jpg,1.2,Surman,0.0,False,,a,3,91,6,1450,6,4256,4,0.2,1.3,Surman,234,0,0,0,6,0,0,0,1,0,0,0,28,23.6,25.5,8.0,5.6
100,100,40387,0,0,-1,1,0,3,1.5,0.5,1,Dan,1.5,81,False,,2019-07-30T10:30:13.907385Z,49,40387.jpg,2.4,Gosling,0.1,False,,a,3,91,39,13555,15,10596,43,0.3,8.0,Gosling,878,2,1,1,16,0,0,0,1,0,0,1,127,226.2,71.8,182.0,47.8
100,100,152551,0,0,-2,2,0,3,3.0,2.0,5,Jefferson,3.0,82,False,,2020-02-22T17:30:19.416565Z,48,152551.jpg,2.0,Lerma,0.1,False,,a,3,91,48,12440,328,20718,34,0.6,10.0,Lerma,1942,1,2,3,33,0,0,0,9,1,0,2,282,339.8,140.2,81.0,55.8
100,100,154131,0,0,-2,2,0,2,1.8,0.8,1,Jack,1.8,446,False,,2019-12-28T15:00:27.078393Z,43,154131.jpg,2.5,Stacey,0.1,False,,a,3,91,30,7763,60,13285,14,0.4,7.0,Stacey,1066,0,2,1,19,0,0,0,2,0,0,4,185,256.6,112.9,74.0,44.4
75,100,168991,0,0,0,0,1,3,1.5,1.0,2,Philip,2.0,476,False,Back injury - 75% chance of playing,2020-03-07T18:00:22.694457Z,50,168991.jpg,2.2,Billing,0.2,False,,d,3,91,60,27089,50,24805,251,0.4,12.0,Billing,2162,1,1,5,36,0,0,0,7,0,0,5,314,503.8,203.8,291.0,100.0
0,0,220307,0,0,-2,2,0,3,0.0,0.0,0,Arnaut,0.0,492,False,Foot injury - Expected back 04 Apr,2019-12-15T13:00:23.507388Z,58,220307.jpg,2.0,Danjuma Groeneveld,0.0,False,,i,3,91,18,1085,2,4886,3,0.0,3.1,Danjuma,405,0,1,2,6,0,0,0,0,0,0,0,55,45.4,39.8,120.0,20.5
100,100,225321,0,0,1,-1,3,1,2.2,1.2,2,Aaron,2.2,494,False,,2020-01-12T14:00:23.328650Z,46,225321.jpg,3.4,Ramsdale,3.5,False,,a,3,91,96,659944,704,442699,834,0.5,20.9,Ramsdale,2520,0,1,4,44,0,0,0,0,0,102,10,520,759.0,10.0,0.0,76.9
100,0,153682,0,0,-2,2,2,3,1.8,0.0,0,Harry,1.8,505,False,,2020-03-01T19:00:16.835481Z,58,153682.jpg,3.7,Wilson,1.8,False,,a,3,91,84,630640,421,609715,936,0.3,14.5,Harry Wilson,1432,7,1,2,28,0,0,0,1,0,0,7,280,360.2,228.4,543.0,113.1
,,461017,0,0,0,0,0,3,0.0,-1.0,0,Christian,0.0,564,False,,,45,461017.jpg,0.0,Saydee,0.0,False,,a,3,91,0,716,10,527,8,0.0,0.0,Saydee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,444183,0,0,0,0,0,3,0.0,-1.0,0,Gavin,0.0,565,False,,,45,444183.jpg,0.0,Kilkenny,0.0,False,,a,3,91,0,438,4,338,1,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,207300,0,0,0,0,0,3,0.0,0.0,0,Mihai-Alexandru,0.0,574,False,Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-02-01T00:00:22.909965Z,45,207300.jpg,0.0,Dobre,0.0,False,,n,3,91,0,395,0,319,1,0.0,0.0,Dobre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,61933,0,0,-2,2,0,2,0.7,1.2,0,Shane,1.2,37,False,,2020-01-30T15:00:21.405457Z,48,61933.jpg,2.4,Duffy,0.9,False,,a,4,36,36,50887,20,175978,82,0.3,7.5,Duffy,1071,1,0,2,15,0,0,0,1,0,0,1,187,254.0,29.4,96.0,37.9
100,100,86153,0,0,-2,2,1,2,1.0,1.5,5,Martín,1.5,38,False,,2019-09-14T16:30:10.724610Z,43,86153.jpg,2.6,Montoya,0.6,False,,a,4,36,60,96680,66,108047,77,0.3,14.0,Montoya,1703,0,1,6,25,0,0,0,5,0,0,3,293,317.6,334.9,173.0,82.8
100,100,209362,0,0,-2,2,0,2,-0.3,0.2,0,Bernardo,0.2,39,False,,2019-09-14T16:30:10.738160Z,43,209362.jpg,1.8,Fernandes da Silva Junior,0.1,False,,a,4,36,18,7611,3,12485,43,0.0,4.2,Bernardo,541,0,0,1,12,0,0,0,1,0,0,3,102,122.6,58.6,82.0,26.4
0,0,52484,0,0,-1,1,0,2,0.0,0.0,0,Leon,0.0,40,False,Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-02-01T00:00:21.930237Z,44,52484.jpg,0.0,Balogun,0.1,False,,n,4,36,0,1294,2,5079,8,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,42748,0,0,-3,3,0,2,0.0,0.0,0,Gaëtan,0.0,41,False,Joined Nottingham Forest on a permanent deal on 30/1,2020-01-31T01:30:13.684095Z,42,42748.jpg,0.8,Bong,0.1,False,,u,4,36,3,2353,0,8260,7,0.0,0.7,Bong,57,0,0,0,3,0,0,0,0,0,0,0,15,16.0,27.9,6.0,5.0
100,100,83299,0,0,3,-3,3,2,2.3,2.8,5,Lewis,2.8,42,False,,2019-12-26T12:30:21.551588Z,48,83299.jpg,3.3,Dunk,12.5,False,,a,4,36,90,1412205,740,1087884,3113,0.6,18.8,Dunk,2430,2,3,6,36,0,0,0,9,0,0,11,510,611.6,147.9,372.0,113.2
0,0,178173,0,0,-1,1,0,2,0.0,0.0,0,Matthew,0.0,43,False,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,44,178173.jpg,0.0,Clarke,0.0,False,,n,4,36,0,420,0,1303,1,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,20529,0,0,-6,6,0,4,0.7,1.2,0,Glenn,1.2,44,False,,2020-01-05T01:00:11.784092Z,54,20529.jpg,1.5,Murray,0.7,False,,a,4,36,29,52453,41,224596,129,0.2,5.4,Murray,701,1,0,2,10,0,0,0,0,0,0,0,54,58.0,46.2,205.0,30.6
0,0,106757,0,0,-3,3,0,4,0.0,0.0,0,Jürgen,0.0,45,False,Joined FC Cincinnatti on loan until the end of the season on 12/2. - Expected back 05 Jul,2020-02-13T00:30:19.910430Z,52,106757.jpg,1.5,Locadia,0.1,False,,n,4,36,3,6747,0,23758,4,0.0,0.6,Locadia,85,0,0,1,1,0,0,0,0,0,0,0,5,3.2,1.3,30.0,3.3
0,0,93284,0,0,-3,3,0,4,0.0,0.0,0,Florin,0.0,46,False,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-08-24T16:30:09.164349Z,47,93284.jpg,1.7,Andone,0.3,False,,n,4,36,5,159803,2,196664,19,0.0,1.1,Andone,71,1,0,0,2,0,0,0,0,1,0,1,20,45.0,11.3,21.0,7.6
,,131897,0,0,3,-3,0,1,2.7,3.2,7,Mathew,3.2,47,False,,,48,131897.jpg,3.5,Ryan,14.1,False,,a,4,36,102,1133917,240,1000425,2989,0.7,21.2,Ryan,2610,0,0,6,40,0,0,0,0,0,92,12,577,791.4,0.0,0.0,79.1
,,50093,0,0,-1,1,0,1,-0.5,0.0,0,David,0.0,48,False,,,39,50093.jpg,0.0,Button,20.6,False,,a,4,36,0,657375,1432,838907,1994,0.0,0.0,Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,60307,0,0,-2,2,0,3,0.0,0.5,0,Pascal,0.5,49,False,,,63,60307.jpg,3.0,Groß,0.5,False,,a,4,36,69,112235,25,136143,185,0.1,11.0,Groß,1485,2,5,3,25,1,0,0,2,0,0,7,298,339.6,804.0,305.0,144.5
100,100,165210,0,0,-2,2,0,3,1.0,1.5,1,Alireza,1.5,50,False,,2019-09-19T14:00:12.919069Z,58,165210.jpg,3.2,Jahanbakhsh,0.1,False,,a,4,36,26,12362,6,14388,34,0.3,4.5,Jahanbakhsh,284,2,1,1,3,0,0,0,0,0,0,2,86,90.2,60.5,106.0,25.7
0,0,167473,0,0,-1,1,0,3,0.0,0.0,0,José Heriberto,0.0,51,False,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,54,167473.jpg,0.0,Izquierdo Mena,0.0,False,,i,4,36,0,190,1,278,0,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,83543,0,0,-1,1,0,3,0.0,0.0,0,Anthony,0.0,52,False,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,54,83543.jpg,0.0,Knockaert,0.0,False,,n,4,36,0,301,2,950,1,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,227127,0,0,0,0,0,3,1.0,1.5,3,Yves,1.5,53,False,,2019-06-25T11:30:06.944296Z,50,227127.jpg,1.5,Bissouma,0.0,False,,a,4,36,19,1260,12,1335,1,0.3,3.8,Bissouma,663,0,0,2,7,0,0,0,2,0,0,0,101,111.0,73.1,76.0,25.9
100,100,66242,0,0,-2,2,0,3,1.7,2.2,3,Davy,2.2,54,False,,2019-09-29T10:30:09.519275Z,48,66242.jpg,2.5,Pröpper,0.4,False,,a,4,36,64,91450,34,94033,57,0.5,13.3,Pröpper,2340,1,2,5,36,1,0,0,4,0,0,2,384,460.2,379.5,243.0,108.1
100,100,109345,0,0,-4,4,0,3,1.3,1.8,3,Solomon,1.8,55,False,,2019-11-28T14:00:24.105131Z,46,109345.jpg,2.3,March,0.2,False,,a,4,36,30,35080,33,58241,24,0.4,6.5,March,880,0,1,4,12,0,0,0,2,0,0,3,99,156.8,200.6,264.0,62.2
100,100,38490,0,0,-2,2,0,3,-0.5,0.0,0,Beram,0.0,56,False,,2019-08-08T22:00:09.076501Z,43,38490.jpg,0.0,Kayal,0.2,False,,a,4,36,0,34609,24,31473,52,0.0,0.0,Kayal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,40845,0,0,-1,1,0,3,-0.3,0.2,1,Dale,0.2,57,False,,2020-02-08T17:30:21.605491Z,44,40845.jpg,2.0,Stephens,1.7,False,,a,4,36,48,186963,33,276544,184,0.0,10.9,Stephens,1940,0,1,4,33,0,0,0,6,0,0,1,322,357.0,226.7,86.0,67.0
100,100,116216,0,0,-2,2,2,3,1.5,2.0,3,Leandro,2.0,421,False,,2019-11-16T11:00:16.932007Z,58,116216.jpg,3.3,Trossard,0.4,False,,a,4,36,75,121183,45,143599,233,0.3,12.9,Trossard,1438,3,5,2,24,0,0,0,0,0,0,6,278,316.0,488.1,369.0,117.1
100,100,78916,0,0,0,0,0,2,2.0,2.5,5,Dan,2.5,475,False,,2020-01-01T14:30:13.406599Z,45,78916.jpg,2.3,Burn,0.2,False,,a,4,36,57,34914,17,34708,19,0.6,12.7,Burn,2147,0,0,6,32,0,0,0,4,0,0,0,366,461.0,275.5,102.0,83.8
100,100,110735,0,0,-1,1,1,2,3.3,3.8,6,Adam,3.8,493,False,,2019-11-02T18:00:16.279714Z,44,110735.jpg,3.0,Webster,0.6,False,,a,4,36,69,105140,132,70785,228,0.9,15.7,Webster,2015,3,1,3,33,1,0,0,3,0,0,7,396,537.2,147.7,204.0,89.1
,,115382,-1,1,-3,3,1,4,3.0,3.5,2,Neal,3.5,502,False,,,57,115382.jpg,3.6,Maupay,1.7,False,,a,4,36,101,514507,536,436196,1263,0.6,17.7,Maupay,2109,8,2,6,28,0,0,0,3,0,0,15,277,405.0,264.5,1248.0,191.5
100,100,74471,0,0,-2,2,1,3,1.7,2.2,3,Aaron,2.2,516,False,,2020-01-09T14:00:18.516961Z,48,74471.jpg,2.9,Mooy,0.7,False,,a,4,36,64,106164,84,79135,431,0.5,13.3,Mooy,1651,2,1,4,26,0,0,0,0,1,0,9,267,354.8,509.3,255.0,111.8
100,100,233425,0,0,-2,2,1,4,-0.3,0.2,0,Aaron,0.2,534,False,,2019-12-08T18:30:20.976333Z,43,233425.jpg,2.4,Connolly,1.1,False,,a,4,36,41,407922,132,345194,460,0.0,9.5,Connolly,827,2,2,3,13,0,0,0,0,0,0,3,90,91.0,62.9,347.0,49.2
0,0,213056,0,0,0,0,0,2,0.0,0.0,0,Tudor,0.0,536,False,Joined ADO Den Haag on loan until the end of the season on 17/1. - Expected back 01 Jul,2020-01-17T11:00:15.294241Z,40,213056.jpg,0.0,Baluta,0.2,False,,n,4,36,0,25641,7,20702,43,0.0,0.0,Baluta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,235382,0,0,0,0,0,3,0.0,0.5,0,Steven,0.5,537,False,,2020-02-02T22:00:20.506624Z,45,235382.jpg,1.7,Alzate,0.1,False,,a,4,36,33,18919,26,12767,46,0.1,7.3,Alzate,1181,0,0,3,18,0,0,0,1,0,0,0,183,202.0,214.1,205.0,62.3
,,74375,0,0,0,0,0,2,0.0,0.5,0,Ezequiel,0.5,546,False,,,40,74375.jpg,1.1,Schelotto,0.6,False,,a,4,36,7,72688,111,41185,212,0.1,1.8,Schelotto,287,0,0,0,6,0,0,0,2,0,0,0,30,30.8,7.9,48.0,8.5
,,232792,0,0,0,0,0,2,-0.5,0.0,0,Tariq,0.0,586,False,,,40,232792.jpg,1.0,Lamptey,0.1,False,,a,4,36,1,11618,32,5734,77,0.0,0.2,Lamptey,31,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0
,,243016,0,0,0,0,0,3,-0.2,0.3,1,Alexis,0.3,627,False,,,55,243016.jpg,1.0,Mac Allister,0.0,False,,a,4,36,1,640,13,149,4,0.1,0.2,Mac Allister,10,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.8,8.0,0.9
,,51927,0,0,0,0,0,2,2.2,2.7,2,Ben,3.2,83,False,,,50,51927.jpg,3.0,Mee,1.2,False,,a,5,90,87,106649,415,88047,375,0.6,17.4,Mee,2610,0,2,11,40,0,0,0,7,0,0,1,476,575.0,95.0,343.0,101.5
100,100,17761,0,0,1,-1,2,2,2.8,3.3,1,James,3.8,84,False,,2019-08-03T18:30:13.047591Z,51,17761.jpg,3.5,Tarkowski,3.8,False,,a,5,90,101,503013,1993,363237,1122,0.7,19.8,Tarkowski,2610,1,2,11,40,0,0,0,8,0,0,10,515,669.4,110.9,294.0,107.5
0,0,68983,0,0,-3,3,0,2,0.0,0.0,0,Matthew,0.0,85,False,Knee injury - Unknown return date,2020-02-13T14:30:21.029511Z,42,68983.jpg,2.7,Lowton,0.4,False,,i,5,90,41,109449,1,112289,177,0.0,9.8,Lowton,1350,0,1,5,26,0,0,0,2,0,0,0,236,264.8,178.1,15.0,45.9
100,100,17997,0,0,-2,2,1,2,3.8,4.3,2,Phil,4.8,86,False,,2020-01-24T15:30:17.654643Z,43,17997.jpg,3.4,Bardsley,0.3,False,,a,5,90,48,25291,456,21217,82,1.1,11.2,Bardsley,1260,0,1,6,14,0,0,0,4,0,0,2,230,230.0,93.1,77.0,40.1
100,100,103914,0,0,-2,2,0,2,2.8,3.3,1,Charlie,3.8,87,False,,2020-02-13T14:30:21.040866Z,43,103914.jpg,3.2,Taylor,2.4,False,,a,5,90,55,212037,1221,137175,459,0.9,12.8,Taylor,1375,0,0,7,11,0,0,0,3,0,0,2,258,239.4,196.6,19.0,45.7
100,100,41674,0,0,-2,2,0,2,-1.0,-0.5,0,Kevin,0.0,88,False,,2019-12-05T14:00:19.724270Z,43,41674.jpg,1.0,Long,0.1,False,,a,5,90,1,4252,9,9293,10,0.0,0.2,Long,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0
0,0,83312,0,0,-1,1,0,2,0.0,0.0,0,Ben,0.0,89,False,Lack of match fitness - Unknown return date,2020-01-24T15:30:17.666302Z,39,83312.jpg,0.0,Gibson,2.5,False,,i,5,90,0,156500,137,203353,500,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,44699,0,0,-4,4,1,4,0.0,0.0,0,Ashley,0.0,90,False,Hernia - Unknown return date,2020-01-05T01:00:11.884714Z,61,44699.jpg,3.2,Barnes,2.2,False,,i,5,90,61,1128048,4,1177826,177,0.0,10.0,Barnes,1350,6,0,8,21,0,0,0,4,0,0,6,161,226.2,85.1,474.0,75.9
100,100,60689,0,0,-4,4,4,4,1.8,2.3,9,Chris,2.8,91,False,,2020-02-15T15:30:12.977898Z,61,60689.jpg,4.2,Wood,1.3,False,,a,5,90,109,345762,3833,371449,467,0.5,17.9,Wood,2061,11,1,10,28,1,0,0,1,0,0,16,302,453.8,248.1,891.0,158.0
100,100,81183,0,0,-2,2,1,4,3.2,3.7,1,Matej,4.2,92,False,,2019-11-21T14:00:21.258493Z,53,81183.jpg,2.6,Vydra,0.2,False,,a,5,90,26,23612,175,15503,456,0.8,4.9,Vydra,328,2,1,2,1,0,0,0,0,0,0,3,84,111.4,55.0,153.0,32.0
100,100,98747,0,0,3,-3,1,1,4.8,5.3,2,Nick,5.8,93,True,,2019-07-31T00:00:11.182051Z,48,98747.jpg,4.4,Pope,18.4,False,,a,5,90,128,1636147,9894,805447,1555,1.2,26.7,Pope,2610,0,0,11,40,0,1,0,0,0,89,17,598,671.6,30.3,2.0,70.3
,,15749,0,0,-3,3,0,1,-1.0,-0.5,0,Joe,0.0,95,False,,,42,15749.jpg,0.0,Hart,1.1,False,,a,5,90,0,24382,33,96289,84,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,60586,0,0,-1,1,0,3,0.0,0.0,0,Johann Berg,0.0,96,False,Calf injury - Unknown return date,2020-02-27T15:30:14.103585Z,59,60586.jpg,2.9,Gudmundsson,0.4,False,,i,5,90,20,79815,2,116317,19,0.0,3.4,Gudmundsson,398,1,0,3,4,0,0,0,0,0,0,1,66,83.2,156.8,92.0,33.1
100,100,433154,0,0,0,0,1,3,4.8,5.3,4,Dwight,5.8,97,False,,2019-09-26T14:30:17.961067Z,60,433154.jpg,3.4,McNeil,1.1,False,,a,5,90,99,192938,2587,152515,786,1.0,16.5,McNeil,2529,2,6,12,38,0,0,0,4,0,0,6,410,503.8,713.6,309.0,152.6
100,100,90517,0,0,0,0,0,3,-0.8,-0.3,0,Robbie,0.2,98,False,,2020-01-12T11:00:21.132803Z,55,90517.jpg,2.1,Brady,0.0,False,,a,5,90,29,3901,5,4458,8,0.0,5.3,Brady,395,1,2,1,10,0,0,0,1,0,0,0,104,105.6,87.2,86.0,27.9
0,0,39847,0,0,0,0,0,3,0.0,0.0,0,Steven,0.0,99,False,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,39847.jpg,0.0,Defour,0.0,False,,u,5,90,0,317,1,435,2,0.0,0.0,Defour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,83314,0,0,-1,1,0,3,1.5,2.0,1,Jeff,2.5,100,False,,2019-12-21T17:00:13.956122Z,54,83314.jpg,2.8,Hendrick,0.1,False,,a,5,90,67,14921,29,15885,29,0.5,12.4,Hendrick,1930,2,2,10,30,0,0,0,8,0,0,4,197,266.8,214.7,282.0,76.3
100,100,60551,0,0,-1,1,1,3,3.0,3.5,1,Ashley,4.0,101,False,,2019-12-19T15:00:19.383162Z,54,60551.jpg,3.5,Westwood,0.9,False,,a,5,90,91,97157,797,91082,617,0.7,16.9,Westwood,2340,2,6,11,29,0,0,0,9,0,0,9,415,455.2,589.1,121.0,116.6
100,100,40145,0,0,-1,1,0,3,1.2,1.7,1,Jack,2.2,102,False,,2019-09-29T10:30:09.629136Z,49,40145.jpg,2.3,Cork,0.2,False,,a,5,90,62,13659,55,22951,29,0.4,12.7,Cork,2365,0,0,10,36,0,0,0,1,0,0,0,279,300.4,192.7,311.0,80.5
100,100,17349,0,0,-4,4,0,3,-0.8,-0.3,1,Aaron,0.2,430,False,,2019-12-23T18:00:10.964344Z,46,17349.jpg,0.9,Lennon,0.1,False,,a,5,90,15,5278,7,10898,13,0.0,3.3,Lennon,485,0,0,0,15,0,0,0,4,0,0,0,51,45.0,37.8,12.0,9.6
100,100,39487,0,0,-3,3,1,2,-1.0,-0.5,0,Erik,0.0,447,False,,2019-12-02T16:00:24.543370Z,42,39487.jpg,2.8,Pieters,4.0,False,,a,5,90,42,1009292,48,911828,448,0.0,10.0,Pieters,1233,0,3,3,29,0,0,0,1,0,0,7,226,238.6,152.7,23.0,41.1
100,100,44683,0,0,-3,3,0,4,2.8,3.3,5,Jay,3.8,451,False,,2020-01-09T14:30:13.786870Z,57,44683.jpg,2.3,Rodriguez,0.4,False,,a,5,90,65,36144,311,44873,174,0.7,11.4,Rodriguez,1376,5,1,4,26,0,0,0,1,0,0,3,179,275.8,79.7,525.0,87.1
,,220037,0,0,-2,2,0,1,-1.0,-0.5,0,Bailey,0.0,495,False,,,43,220037.jpg,0.0,Peacock-Farrell,0.1,False,,a,5,90,0,1602,2,3663,5,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,195064,0,0,0,0,0,3,-1.0,-0.5,0,Mace,0.0,571,False,,,45,195064.jpg,0.0,Goodridge,0.0,False,,a,5,90,0,485,2,364,1,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,195471,0,0,-1,1,0,2,0.0,0.0,0,Anthony,0.0,572,False,Joined Grimsby Town on loan until the end of the season on 7/1. - Expected back 01 Jul,2020-01-08T02:00:17.684892Z,39,195471.jpg,0.0,Driscoll-Glennon,0.0,False,,n,5,90,0,2785,34,1837,26,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,432793,0,0,0,0,0,2,-1.0,-0.5,0,Abd-Al-Ali Morakinyo Olaposi,0.0,596,False,,,40,432793.jpg,0.0,Koiki,0.0,False,,a,5,90,0,1250,16,588,28,0.0,0.0,Koiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,172782,-1,1,-2,2,0,3,-0.8,-0.3,0,Josh,0.2,620,False,,,48,172782.jpg,1.0,Brownhill,0.0,False,,a,5,90,1,433,2,202,7,0.0,0.2,Brownhill,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2
100,100,82263,0,0,-4,4,3,2,8.5,8.0,6,Marcos,7.5,103,False,,2019-12-28T01:00:24.217758Z,61,82263.jpg,7.0,Alonso,3.7,False,,a,6,8,77,392209,7570,482936,530,1.2,12.6,Alonso,858,4,3,5,7,0,0,0,3,0,0,8,264,302.8,225.4,227.0,75.4
100,100,102380,0,0,0,0,1,2,2.5,2.0,6,Antonio,1.5,104,False,,2019-09-14T17:00:16.188229Z,60,102380.jpg,3.3,Rüdiger,0.6,False,,a,6,8,43,55880,331,37270,363,0.2,7.2,Rüdiger,1125,2,0,3,13,1,0,0,3,0,0,3,228,259.8,45.1,175.0,48.0
100,100,41328,0,0,-2,2,2,2,3.5,3.0,6,César,2.5,105,False,,2019-12-22T19:30:15.441735Z,58,41328.jpg,3.3,Azpilicueta,5.9,False,,a,6,8,88,367782,1221,526333,977,0.4,15.2,Azpilicueta,2419,2,3,5,38,0,0,0,0,0,0,7,494,644.6,481.4,357.0,148.5
100,100,109533,0,0,-1,1,0,2,1.0,0.5,0,Emerson,0.0,107,False,,2019-09-08T20:30:10.510601Z,54,109533.jpg,1.3,Palmieri dos Santos,0.7,False,,a,6,8,18,178809,36,230936,63,0.0,3.3,Emerson,1020,0,0,1,21,0,0,0,3,0,0,0,179,207.6,298.4,225.0,73.1
100,75,135363,0,0,-1,1,0,2,1.5,0.8,0,Andreas,0.5,108,False,,2020-03-02T14:00:17.092729Z,49,135363.jpg,1.5,Christensen,0.6,False,,a,6,8,22,64883,9,104586,152,0.1,4.5,Christensen,1256,0,0,2,24,0,0,0,5,0,0,0,222,247.2,48.4,63.0,35.9
0,0,105700,0,0,-2,2,0,2,0.0,0.0,0,Davide,0.0,109,False,Joined Roma on loan until the end of the season on 21/8. - Expected back 01 Jul,2019-08-21T19:30:16.936375Z,43,105700.jpg,0.0,Zappacosta,0.2,False,,n,6,8,0,3342,1,27940,8,0.0,0.0,Zappacosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,44346,0,0,-5,5,0,4,6.2,5.7,6,Olivier,5.2,110,False,,2020-01-26T17:00:13.952099Z,65,44346.jpg,3.1,Giroud,1.7,False,,a,6,8,28,125262,4534,188484,391,0.8,4.3,Giroud,438,2,1,3,7,0,0,0,0,0,0,3,88,57.2,78.0,156.0,28.6
,,109745,0,0,-1,1,0,1,2.5,2.0,6,Kepa,1.5,111,False,,,54,109745.jpg,2.8,Arrizabalaga,4.2,False,,a,6,8,69,344801,819,456609,399,0.3,12.8,Kepa,2250,0,0,6,32,0,0,0,0,0,42,0,387,375.0,0.0,0.0,37.5
,,20310,0,0,-2,2,0,1,2.5,2.0,0,Willy,1.5,112,False,,,48,20310.jpg,1.8,Caballero,0.3,False,,a,6,8,7,10612,70,14172,302,0.3,1.5,Caballero,360,0,0,0,7,0,0,0,0,0,9,0,49,80.0,0.0,0.0,8.0
