chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
,,37402,0,0,-3,3,0,2,1.0,1.5,0,Christian,0.5,163,False,,,42,37402.jpg,3.0,Fuchs,0.4,False,,a,9,13,24,26302,27,36963,55,0.1,5.7,Fuchs,634,0,0,2,6,0,0,0,0,0,0,2,119,131.2,47.7,18.0,19.7
,,218031,0,0,5,-5,1,2,3.3,3.8,0,Çaglar,2.8,164,False,,,50,218031.jpg,3.6,Söyüncü,16.0,False,,a,9,13,97,2104815,1705,1058364,3410,0.6,19.4,Söyüncü,2430,1,1,9,27,0,0,0,4,0,0,9,555,622.8,68.5,199.0,89.3
100,100,15033,0,0,-4,4,0,2,0.7,1.2,0,Wes,0.2,165,False,,2020-01-27T15:00:16.943418Z,41,15033.jpg,1.1,Morgan,0.6,False,,a,9,13,9,31419,36,90951,41,0.0,2.2,Morgan,160,0,0,0,1,0,0,0,0,0,0,0,35,45.8,0.7,36.0,8.2
100,100,101668,0,0,6,-6,6,4,1.5,2.0,0,Jamie,1.0,166,True,,2020-02-28T22:00:17.465342Z,96,101668.jpg,6.2,Vardy,28.9,False,,a,9,13,156,4506487,5135,3326599,7906,0.1,16.2,Vardy,2191,17,6,8,25,0,0,1,2,0,0,25,565,751.6,228.6,922.0,189.5
100,100,173515,0,0,-3,3,1,4,1.3,1.8,0,Kelechi,0.8,167,False,,2020-02-22T21:30:18.745261Z,57,173515.jpg,3.9,Iheanacho,0.4,False,,a,9,13,43,60209,141,63866,199,0.1,7.5,Iheanacho,521,3,4,1,7,0,0,0,1,0,0,5,144,184.6,139.5,329.0,65.2
,,17745,0,0,3,-3,1,1,5.7,6.2,0,Kasper,5.2,168,False,,,53,17745.jpg,4.0,Schmeichel,14.3,False,,a,9,13,113,1260258,2631,757565,1901,1.0,21.3,Schmeichel,2520,0,0,9,28,0,1,0,2,0,80,6,526,686.4,10.0,0.0,69.7
,,11974,0,0,-3,3,0,1,0.5,1.0,0,Eldin,0.0,169,False,,,42,11974.jpg,0.0,Jakupovic,0.1,False,,a,9,13,0,1524,0,5530,6,0.0,0.0,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,95463,0,0,-3,3,0,1,0.5,1.0,0,Danny,0.0,170,False,,,42,95463.jpg,0.0,Ward,0.2,False,,a,9,13,0,2368,2,9252,12,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,172780,0,0,5,-5,1,3,2.0,2.5,0,James,1.5,171,False,,2020-01-09T13:00:16.666798Z,75,172780.jpg,4.3,Maddison,19.9,False,,a,9,13,116,3079388,2734,2411093,7441,0.2,15.5,Maddison,2309,6,5,8,25,0,0,0,4,0,0,14,486,603.8,1113.3,611.0,232.9
100,100,201666,0,0,1,-1,1,3,2.0,2.5,0,Harvey,1.5,172,False,,2019-12-21T19:30:16.602039Z,61,201666.jpg,3.6,Barnes,3.3,False,,a,9,13,93,434366,438,219817,2413,0.2,15.2,Barnes,1615,4,7,6,16,0,0,0,0,0,0,5,278,376.6,418.9,679.0,147.5
0,0,115858,0,0,-3,3,0,3,0.0,0.0,0,Rachid,0.0,173,False,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,52,115858.jpg,0.0,Ghezzal,0.0,False,,n,9,13,0,604,1,3899,1,0.0,0.0,Ghezzal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,51938,0,0,-4,4,0,3,1.0,1.5,0,Marc,0.5,174,False,,,51,51938.jpg,1.3,Albrighton,0.2,False,,a,9,13,17,9129,8,21693,15,0.1,3.3,Albrighton,386,0,1,0,7,0,0,0,1,0,0,0,87,80.2,135.1,60.0,27.5
100,100,172632,0,0,-4,4,0,3,0.5,1.0,0,Demarai,0.0,175,False,,2019-12-01T23:30:20.997051Z,51,172632.jpg,1.7,Gray,0.2,False,,a,9,13,24,11541,9,37362,20,0.0,4.7,Gray,409,1,2,0,4,0,0,1,1,0,0,0,80,109.2,114.3,156.0,37.8
100,100,203341,0,0,0,0,0,3,0.7,1.2,0,Wilfred,0.2,176,False,,2020-02-01T14:30:20.874570Z,50,203341.jpg,2.9,Ndidi,1.7,False,,a,9,13,64,385124,210,406816,125,0.0,12.8,Ndidi,1809,2,1,8,19,0,0,0,3,0,0,5,338,478.6,189.6,153.0,82.2
100,100,61604,0,0,-2,2,0,3,0.7,1.2,0,Matty,0.2,177,False,,2019-08-27T12:30:14.308742Z,43,61604.jpg,1.0,James,0.2,False,,a,9,13,1,12770,46,25464,26,0.0,0.2,James,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.1,0.0,0.1
0,0,155569,0,0,-2,2,0,3,0.0,0.0,0,Daniel,0.0,178,False,Ankle injury - Unknown return date,2020-01-10T15:00:19.392765Z,43,155569.jpg,0.0,Amartey,0.2,False,,i,9,13,0,27545,1,37066,29,0.0,0.0,Amartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,86881,0,0,-2,2,0,3,0.5,1.0,0,Nampalys,0.0,179,False,,2020-01-22T21:30:23.983564Z,43,86881.jpg,1.5,Mendy,0.8,False,,a,9,13,6,95565,84,114511,91,0.0,1.4,Mendy,193,0,0,0,3,0,0,0,0,0,0,0,49,36.4,34.2,9.0,8.0
100,100,197469,0,0,-2,2,0,3,1.3,1.8,0,Hamza,0.8,180,False,,2020-02-14T22:30:11.974179Z,43,197469.jpg,1.9,Choudhury,0.8,False,,a,9,13,30,142403,108,136597,181,0.2,7.0,Choudhury,777,1,1,3,10,0,0,0,2,1,0,0,139,175.0,66.8,83.0,32.5
,,168580,0,0,-3,3,4,3,2.0,2.5,0,Ayoze,1.5,265,False,,,62,168580.jpg,4.4,Pérez,9.1,False,,a,9,13,110,1274867,2114,1637990,5033,0.2,17.7,Pérez,1578,7,5,7,17,0,0,0,0,0,0,9,329,471.4,351.3,646.0,147.1
100,100,41727,0,0,-2,2,0,2,0.5,1.0,0,Ryan,0.0,404,False,,2020-02-06T13:30:15.776998Z,48,41727.jpg,1.9,Bennett,0.3,False,,a,9,13,21,17590,12,44268,20,0.0,4.4,Bennett,603,0,0,2,9,0,0,0,2,0,0,0,110,113.6,33.7,16.0,16.3
,,220627,0,0,-3,3,0,2,0.5,1.0,0,James,0.0,433,False,,,47,220627.jpg,2.3,Justin,0.1,False,,a,9,13,7,3068,5,7775,7,0.0,1.5,Justin,110,0,1,0,1,0,0,0,0,0,0,0,30,45.2,29.5,6.0,8.0
,,166989,0,0,-3,3,2,3,2.0,2.5,0,Youri,1.5,448,False,,,62,166989.jpg,3.5,Tielemans,4.3,False,,a,9,13,94,921443,254,1020433,936,0.2,15.2,Tielemans,2134,3,5,9,24,0,0,0,1,0,0,5,387,427.0,539.2,383.0,135.1
0,0,13152,0,0,-2,2,0,3,0.0,0.0,0,Andy,0.0,480,False,Joined Huddersfield Town on loan until the end of the season on 16/1. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,43,13152.jpg,0.0,King,0.3,False,,n,9,13,0,40684,7,66640,27,0.0,0.0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,106837,0,0,-2,2,0,3,1.5,2.0,0,Dennis,1.0,517,False,,,53,106837.jpg,2.3,Praet,0.1,False,,a,9,13,46,9609,18,11647,39,0.2,8.7,Praet,886,1,3,1,10,0,0,0,1,0,0,3,180,163.4,119.4,175.0,45.6
0,0,213405,0,0,-1,1,0,2,0.0,0.0,0,Filip,0.0,597,False,Joined Bristol City on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T23:00:20.852440Z,39,213405.jpg,0.0,Benkovic,0.0,False,,n,9,13,0,2218,40,1106,17,0.0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
75,100,122798,0,0,0,0,1,2,3.4,4.5,0,Andrew,3.5,181,True,Knock - 75% chance of playing,2020-03-07T14:30:16.708069Z,70,122798.jpg,4.9,Robertson,20.4,False,,d,10,14,137,1328412,553,1991248,19887,0.5,19.6,Robertson,2443,1,7,11,20,0,0,0,1,0,0,15,641,619.4,708.4,304.0,163.3
100,100,169187,0,0,8,-8,6,2,6.0,6.0,2,Trent,5.0,182,True,,2019-10-22T15:00:19.720774Z,78,169187.jpg,5.7,Alexander-Arnold,44.7,False,,a,10,14,166,2755687,4074,1283612,4567,0.6,21.3,Alexander-Arnold,2549,2,14,11,21,0,0,0,4,0,0,18,727,820.4,1169.3,353.0,234.3
100,100,97032,0,0,1,-1,2,2,4.5,4.5,6,Virgil,3.5,183,True,,2019-10-27T20:00:16.725016Z,66,97032.jpg,4.9,van Dijk,44.3,False,,a,10,14,141,1722562,6655,2241125,3861,0.5,21.4,van Dijk,2610,4,1,12,21,0,0,0,1,0,0,12,631,738.6,116.2,355.0,120.9
100,100,171287,0,0,-2,2,0,2,3.8,3.8,2,Joseph,2.8,184,False,,2020-02-29T20:00:17.305841Z,53,171287.jpg,4.0,Gomez,5.3,False,,a,10,14,76,537743,1071,297916,2458,0.5,14.3,Gomez,1277,0,0,10,5,0,0,0,3,0,0,7,332,269.0,80.4,8.0,35.8
100,100,60914,0,0,-3,3,0,2,1.2,1.2,0,Joel,0.2,185,False,,2019-10-22T15:00:19.734580Z,52,60914.jpg,4.1,Matip,1.1,False,,a,10,14,33,446277,28,493282,78,0.0,6.3,Matip,631,1,0,2,5,0,0,0,0,0,0,4,143,192.4,20.9,35.0,25.0
100,100,38454,0,0,-2,2,0,2,1.2,1.2,0,Dejan,0.2,186,False,,2019-12-10T22:00:14.744701Z,53,38454.jpg,1.9,Lovren,0.2,False,,a,10,14,17,52526,13,64718,54,0.0,3.2,Lovren,759,0,1,0,11,0,0,0,1,0,0,0,143,192.4,27.9,52.0,27.4
,,92217,0,0,1,-1,2,4,3.0,3.0,2,Roberto,2.0,187,False,,,96,92217.jpg,4.5,Firmino,15.5,False,,a,10,14,130,2083439,1516,1808119,16036,0.2,13.5,Firmino,2410,8,8,14,16,0,0,0,0,0,0,18,500,625.8,535.2,1392.0,255.5
100,100,152760,0,0,-4,4,1,4,1.5,1.5,1,Divock,0.5,188,False,,2019-09-14T13:30:10.426607Z,51,152760.jpg,2.4,Origi,2.4,False,,a,10,14,52,426424,107,611942,232,0.1,10.2,Origi,513,3,3,1,10,0,0,0,0,0,0,6,185,164.8,99.3,173.0,43.7
0,0,116535,0,0,2,-2,1,1,0.0,0.0,0,Alisson,2.0,189,False,Hip injury - Expected back 16 Mar,2020-03-06T14:00:17.901193Z,62,116535.jpg,4.5,Ramses Becker,9.8,False,,i,10,14,89,732363,78,1946316,18691,0.3,14.4,Alisson,1733,0,1,10,12,0,0,0,0,1,45,6,408,377.0,10.0,0.0,38.8
0,0,66797,0,0,0,0,0,1,0.0,0.0,0,Simon,0.0,190,False,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,45,66797.jpg,0.0,Mignolet,0.0,False,,u,10,14,0,635,2,3018,0,0.0,0.0,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,118748,-1,1,2,-2,6,3,6.2,6.2,9,Mohamed,5.2,191,True,,2019-11-12T23:00:18.865321Z,127,118748.jpg,7.2,Salah,43.7,False,,a,10,14,186,3404699,4548,3159112,4564,0.4,14.6,Salah,2243,16,6,14,15,0,0,0,1,0,0,23,541,834.4,635.9,1618.0,308.7
100,100,110979,0,0,9,-9,7,3,8.0,8.0,13,Sadio,7.0,192,True,,2020-01-23T22:00:20.209143Z,124,110979.jpg,6.7,Mané,24.4,False,,a,10,14,175,4053470,16945,3490987,831,0.6,14.1,Mané,2077,14,9,9,18,0,0,0,2,0,0,22,520,790.6,580.8,970.0,234.3
100,100,81880,0,0,-3,3,0,3,2.5,2.5,2,Alex,1.5,193,False,,2019-12-22T10:30:14.855332Z,62,81880.jpg,2.7,Oxlade-Chamberlain,0.7,False,,a,10,14,56,124962,177,117460,565,0.2,9.0,Chamberlain,1096,3,0,7,7,0,0,0,1,0,0,2,195,228.2,235.3,309.0,77.1
0,0,68312,0,0,-2,2,0,3,0.0,0.0,0,Xherdan,0.0,194,False,Calf injury - Unknown return date,2020-01-20T01:30:26.101594Z,63,68312.jpg,2.3,Shaqiri,0.2,False,,i,10,14,14,9542,2,30728,17,0.0,2.2,Shaqiri,174,1,0,1,2,0,0,0,0,0,0,0,51,47.8,46.7,37.0,13.2
100,100,39155,0,0,-3,3,0,3,1.5,1.5,1,Adam,0.5,195,False,,2020-01-23T22:00:20.242805Z,57,39155.jpg,1.8,Lallana,0.1,False,,a,10,14,27,5789,11,10569,7,0.1,4.7,Lallana,371,1,1,1,5,0,0,0,1,0,0,1,97,107.2,68.8,74.0,25.1
100,75,175592,0,0,-2,2,1,3,1.8,1.4,0,Naby,0.8,196,False,,2020-02-29T20:00:17.326447Z,58,175592.jpg,2.8,Keita,0.2,False,,a,10,14,25,43376,20,69385,45,0.1,4.3,Keita,365,1,1,3,2,0,0,0,1,0,0,3,102,144.8,124.2,118.0,38.7
100,100,116643,0,0,-1,1,0,3,2.8,2.8,2,Fabio Henrique,1.8,197,False,,2019-11-23T17:00:22.531327Z,54,116643.jpg,2.2,Tavares,1.0,False,,a,10,14,45,117464,149,150109,113,0.3,8.3,Fabinho,1444,1,1,3,16,0,0,0,5,0,0,4,264,274.0,259.8,54.0,58.9
75,0,56979,-1,1,-2,2,2,3,2.1,0.0,0,Jordan,1.8,198,False,Hamstring injury - 75% chance of playing,2020-02-18T22:30:17.069406Z,53,56979.jpg,4.0,Henderson,1.3,False,,d,10,14,99,266734,230,250209,1475,0.3,18.7,Henderson,1883,3,5,14,9,0,0,0,1,0,0,9,453,500.0,402.4,225.0,112.9
100,100,41733,0,0,-1,1,1,3,4.5,4.5,2,Georginio,3.5,199,False,,2019-12-14T14:30:24.028899Z,54,41733.jpg,3.0,Wijnaldum,2.3,False,,a,10,14,85,308135,616,343392,633,0.6,15.7,Wijnaldum,2321,3,0,11,18,0,0,0,0,0,0,5,388,348.4,239.8,299.0,88.8
100,100,15157,0,0,-2,2,1,3,1.8,1.8,2,James,0.8,200,False,,2020-02-24T22:00:19.427441Z,53,15157.jpg,2.5,Milner,0.5,False,,a,10,14,45,43021,83,77697,35,0.2,8.5,Milner,758,2,2,4,7,0,0,0,3,0,0,3,176,213.4,136.0,100.0,45.1
0,0,217989,0,0,0,0,0,3,0.0,0.0,0,Rafael,0.0,201,False,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,45,217989.jpg,0.0,Camacho,0.0,False,,u,10,14,0,555,2,668,2,0.0,0.0,Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,195473,0,0,-3,3,0,4,0.0,0.0,0,Rhian,0.0,464,False,Joined Swansea City on loan until the end of the season on 7/1. - Expected back 01 Jul,2020-01-08T02:00:17.506626Z,42,195473.jpg,0.0,Brewster,0.5,False,,n,10,14,0,71268,167,86607,141,0.0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,60706,0,0,-5,5,0,1,1.5,1.5,2,Adrián,0.5,526,False,,2019-08-16T11:00:10.760553Z,40,60706.jpg,2.5,San Miguel del Castillo,2.1,False,,a,10,14,27,648909,1324,611646,332,0.1,6.8,Adrián,873,0,0,2,10,0,0,0,1,0,18,0,136,131.6,0.0,0.0,13.2
,,11948,0,0,-3,3,0,1,1.0,1.0,0,Andy,0.0,530,False,,,42,11948.jpg,0.0,Lonergan,0.0,False,,a,10,14,0,2302,2,2979,3,0.0,0.0,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,200720,0,0,-1,1,0,1,0.0,0.0,0,Caoimhin,0.0,531,False,Unknown - Unknown return date,2020-03-06T23:30:18.068595Z,44,200720.jpg,0.0,Kelleher,0.0,False,,i,10,14,0,1167,1,1673,10,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,444884,0,0,0,0,0,3,1.0,1.0,0,Harvey,0.0,550,False,,2019-11-13T16:30:17.659021Z,45,444884.jpg,1.0,Elliott,0.0,False,,a,10,14,1,1089,1,983,5,0.0,0.2,Elliott,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
,,206915,0,0,0,0,0,3,1.0,1.0,0,Curtis,0.0,569,False,,,45,206915.jpg,1.0,Jones,0.0,False,,a,10,14,2,686,6,544,1,0.0,0.4,Jones,19,0,0,0,0,0,0,0,0,0,0,0,8,5.2,3.5,4.0,1.1
,,215136,0,0,0,0,0,2,1.0,1.0,0,Neco,0.0,575,False,,,40,215136.jpg,0.0,Williams,0.1,False,,a,10,14,0,7155,54,5295,39,0.0,0.0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,197464,0,0,0,0,0,2,0.0,0.0,0,Nathaniel,0.0,589,False,Joined Stuttgart on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T10:30:15.674267Z,40,197464.jpg,0.0,Phillips,0.0,False,,n,10,14,0,221,1,209,2,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,157882,0,0,-4,4,0,3,1.2,1.2,0,Takumi,0.2,590,False,,,61,157882.jpg,1.0,Minamino,0.0,False,,a,10,14,3,18380,15,15940,68,0.0,0.5,Minamino,77,0,0,0,1,0,0,0,0,0,0,0,6,6.0,8.7,12.0,2.4
,,441271,0,0,0,0,0,2,1.0,1.0,0,Ki-Jana,0.0,628,False,,,40,441271.jpg,0.0,Hoever,0.0,False,,a,10,14,0,56,12,15,6,0.0,0.0,Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,146941,0,0,-2,2,0,2,0.0,0.0,0,Aymeric,1.8,202,False,Hamstring injury - Expected back 05 Apr,2020-02-26T22:30:14.945527Z,63,146941.jpg,3.1,Laporte,2.0,False,,i,11,43,22,152882,23,584733,589,0.3,3.5,Laporte,504,0,0,3,3,0,0,0,1,0,0,0,118,101.0,33.6,21.0,15.5
100,100,58621,0,0,-3,3,1,2,4.2,7.4,0,Kyle,3.2,203,False,,2019-10-19T19:00:18.236898Z,57,58621.jpg,3.5,Walker,11.2,False,,a,11,43,73,761788,1664,1313106,888,0.6,12.8,Walker,1807,1,2,7,22,0,0,0,4,0,0,4,391,307.4,265.4,132.0,70.7
100,100,102826,0,0,-5,5,0,2,4.0,7.0,0,Benjamin,3.0,204,False,,2020-01-30T10:24:16.212697Z,55,102826.jpg,3.7,Mendy,1.1,False,,a,11,43,48,267498,722,231739,266,0.5,8.7,Mendy,1101,0,2,5,11,0,0,0,2,0,0,2,267,203.4,314.8,81.0,60.1
100,100,206325,0,0,-3,3,0,2,1.2,1.4,1,Oleksandr,0.2,206,False,,2020-02-02T19:00:22.086802Z,52,206325.jpg,2.5,Zinchenko,2.3,False,,a,11,43,30,596937,93,1153661,69,0.0,5.8,Zinchenko,874,0,0,4,12,0,0,0,0,1,0,1,194,157.0,252.9,59.0,47.0
100,100,97299,0,0,-2,2,0,2,1.2,1.4,0,John,0.2,207,False,,2020-01-20T14:00:12.749463Z,53,97299.jpg,2.0,Stones,1.0,False,,a,11,43,24,97740,115,270644,65,0.0,4.5,Stones,904,0,0,2,15,0,0,0,0,0,0,0,183,158.6,48.9,66.0,27.4
100,100,57410,0,0,-5,5,1,2,3.2,5.4,1,Nicolás,2.2,208,False,,2020-01-02T20:30:18.886401Z,50,57410.jpg,3.5,Otamendi,2.3,False,,a,11,43,66,741243,425,720770,295,0.4,13.2,Otamendi,1368,2,1,5,18,0,0,0,3,0,0,6,306,341.6,58.5,296.0,69.5
0,0,100180,0,0,0,0,0,2,0.0,0.0,0,Danilo Luiz,0.0,209,False,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,50,100180.jpg,0.0,da Silva,0.0,False,,u,11,43,0,669,2,5846,2,0.0,0.0,Danilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,37572,0,0,-1,1,4,4,1.8,2.6,1,Sergio,0.8,210,False,,2020-03-01T22:30:23.790547Z,119,37572.jpg,5.6,Agüero,18.0,False,,a,11,43,124,2774681,3787,2905664,2674,0.1,10.4,Agüero,1381,16,4,5,18,0,0,1,1,0,0,14,493,639.6,252.9,1131.0,202.2
100,100,205651,0,0,0,0,2,4,3.0,5.0,0,Gabriel Fernando,2.0,211,False,,2019-12-27T19:30:12.474110Z,95,205651.jpg,4.2,de Jesus,3.2,False,,a,11,43,97,618611,1496,609315,1111,0.2,10.2,Jesus,1302,10,5,6,11,0,0,1,1,0,0,9,360,513.2,239.9,1100.0,184.9
100,100,121160,0,0,0,0,0,1,4.5,8.0,1,Ederson,3.5,212,False,,2020-01-01T17:30:18.272745Z,60,121160.jpg,3.2,Santana de Moraes,11.7,False,,a,11,43,81,932036,3779,1460009,739,0.6,13.5,Ederson,2126,0,0,9,26,0,0,0,3,1,48,2,398,404.2,3.0,0.0,40.5
100,100,33148,0,0,-3,3,0,1,1.0,1.0,0,Claudio,0.0,213,False,,2019-06-25T11:30:07.160148Z,47,33148.jpg,2.8,Bravo,0.3,False,,a,11,43,11,22450,15,35420,24,0.0,2.3,Bravo,346,0,0,1,7,0,0,0,0,0,8,0,69,57.8,0.0,0.0,5.8
100,100,103955,0,0,-3,3,4,3,1.2,1.4,1,Raheem,0.2,214,False,,2020-02-02T19:00:22.102540Z,117,103955.jpg,4.9,Sterling,15.6,False,,a,11,43,117,2127774,2011,3351471,1353,0.0,10.0,Sterling,1973,11,2,8,26,0,0,1,5,0,0,9,387,557.4,556.5,1300.0,241.3
75,75,61366,0,0,12,-12,6,3,3.9,7.1,0,Kevin,4.2,215,True,Shoulder injury - 75% chance of playing,2020-03-04T22:30:16.371900Z,107,61366.jpg,6.8,De Bruyne,47.4,False,,d,11,43,178,5229019,2807,3229651,22384,0.4,16.6,De Bruyne,2148,8,18,12,20,0,0,0,2,0,0,23,715,955.4,1457.9,745.0,316.0
0,0,182156,0,0,-2,2,0,3,0.0,0.0,0,Leroy,0.0,216,False,Lack of match fitness - Expected back 05 Apr,2019-08-04T23:30:16.051513Z,93,182156.jpg,0.0,Sané,0.2,False,,i,11,43,0,3771,28,35835,55,0.0,0.0,Sané,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,103025,0,0,-1,1,4,3,3.0,5.0,0,Riyad,2.0,217,False,,2020-01-27T16:30:23.592705Z,84,103025.jpg,5.5,Mahrez,10.0,False,,a,11,43,120,1960190,5139,1499034,4441,0.2,14.3,Mahrez,1351,7,10,6,10,0,0,0,0,0,0,14,475,594.0,641.2,772.0,200.7
100,100,165809,0,0,-2,2,2,3,3.5,6.0,1,Bernardo Mota,2.5,218,False,,2019-11-13T14:30:18.982377Z,78,165809.jpg,3.6,Veiga de Carvalho e Silva,8.7,False,,a,11,43,86,947194,1147,2027648,918,0.3,11.0,Bernardo Silva,1478,5,5,6,22,0,0,0,5,0,0,5,394,473.6,514.1,749.0,173.5
100,100,20664,0,0,-2,2,3,3,1.8,2.6,0,David,0.8,219,False,,2020-02-19T22:00:17.062940Z,73,20664.jpg,4.7,Silva,4.2,False,,a,11,43,90,1351732,540,1450512,563,0.1,12.3,David Silva,1252,3,9,7,12,0,0,0,0,0,0,8,355,385.4,512.3,623.0,152.0
100,100,209244,0,0,-4,4,0,3,1.5,2.0,1,Phil,0.5,220,False,,2019-09-17T15:30:09.993154Z,51,209244.jpg,1.3,Foden,0.4,False,,a,11,43,18,21195,171,45550,68,0.1,3.5,Foden,308,0,1,0,5,0,0,0,0,0,0,0,75,77.6,126.0,113.0,31.6
100,100,27789,0,0,-3,3,0,3,1.8,2.6,0,Fernando,0.8,221,False,,2020-01-30T10:24:16.230780Z,52,27789.jpg,1.9,Luiz Rosa,0.7,False,,a,11,43,43,42991,103,84958,90,0.2,8.3,Fernandinho,1950,0,0,9,22,1,0,0,6,1,0,1,326,450.0,103.6,135.0,68.9
100,100,59859,0,0,-3,3,0,3,2.2,3.4,1,Ilkay,1.2,222,False,,2019-12-21T21:00:16.830224Z,52,59859.jpg,2.0,Gündogan,1.3,False,,a,11,43,51,118406,244,226627,239,0.2,9.8,Gündogan,1540,2,1,4,25,0,0,1,7,0,0,4,304,318.2,499.3,336.0,115.4
0,0,145235,0,0,-3,3,0,2,0.0,0.0,0,José Ángel,0.0,440,False,Joined RB Leipzig on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T20:30:19.011146Z,47,145235.jpg,1.8,Esmorís Tasende,0.2,False,,n,11,43,11,18841,0,29437,28,0.0,2.3,Angeliño,422,0,1,0,7,0,0,0,1,0,0,1,94,92.6,164.0,58.0,31.6
100,100,220566,0,0,-1,1,1,3,4.2,7.4,0,Rodrigo,3.2,443,False,,2019-11-23T19:30:19.850877Z,54,220566.jpg,2.8,Hernandez,1.8,False,,a,11,43,72,224412,817,211949,557,0.6,13.3,Rodrigo,1908,3,1,10,24,0,0,0,7,0,0,5,413,474.6,417.8,148.0,103.9
100,100,121145,0,0,-3,3,0,2,1.2,1.4,1,João Pedro Cavaco,0.2,518,False,,2020-01-27T16:30:24.325085Z,52,121145.jpg,2.4,Cancelo,0.8,False,,a,11,43,26,123536,54,181225,55,0.0,5.0,Cancelo,738,0,0,2,9,0,0,0,1,0,0,3,177,144.6,158.5,81.0,38.4
,,432656,0,0,0,0,0,2,1.0,1.0,0,Eric,0.0,544,False,,,45,432656.jpg,1.8,Garcia,0.0,False,,a,11,43,11,7517,11,6678,16,0.0,2.4,Garcia,269,0,0,1,5,0,0,0,0,0,0,0,59,59.4,5.5,0.0,6.4
,,17601,0,0,0,0,0,1,1.0,1.0,0,Scott,0.0,562,False,,,40,17601.jpg,0.0,Carson,0.1,False,,a,11,43,0,7269,8,3805,23,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
75,75,214590,0,0,-2,2,1,2,3.6,3.2,1,Aaron,4.8,122,False,Back injury - 75% chance of playing,2020-03-04T10:30:26.229276Z,53,214590.jpg,3.0,Wan-Bissaka,14.0,False,,d,12,1,79,880084,429,2151535,4136,0.9,14.9,Wan-Bissaka,2285,0,2,6,28,0,0,0,5,0,0,11,460,546.0,327.2,88.0,96.3
75,75,95658,0,0,-2,2,1,2,4.3,4.0,1,Harry,5.8,160,False,Ankle injury - 75% chance of playing,2020-03-05T21:30:18.986938Z,53,95658.jpg,2.9,Maguire,10.5,False,,d,12,1,85,604792,744,1122161,3673,1.1,16.0,Maguire,2565,1,0,7,30,0,0,0,3,0,0,5,483,604.4,167.4,331.0,110.7
